BENIDORM CHESS OPEN B Sub-2000,,,,,,,,,
"Benidorm (Alicante), 2023-10-29 - 2023-11-05",,,,,,,,,
,,,,,,,,,
Ranking inicial   ,,,,,,,,,
Ran.,Tít.,Nombre,Fed.,FIDE,Nac.,FIDE ID,ID Nac.,Origen/Club,Info
67,,"Quesada Gomez, Norman",ESP,1566,0,22277242,0,,
68,,"Vegara Gallego, Pere",ESP,1566,0,2271770,0,,H
69,,"Voronaya, Eva",FID,1565,0,34254978,0,,H
70,,"Ilinca Ilinca, Filip Antonio",ESP,1553,0,54775167,0,,H
71,,"Rehbein, Vitus",GER,1553,0,16273427,0,,H
72,,"Vidal Moscardo, Blas",ESP,1546,0,2287005,0,,H
73,,"Enriquez Munoz, Diego",ESP,1543,0,2298570,0,,H
74,,"Gutierrez Bolado, Juan Antonio",ESP,1539,0,2298708,0,,H
75,,"Valenzuela Garcia, Alberto",ESP,1539,0,2245213,0,,H
76,,"Marin Giner, Gustavo",ESP,1496,0,54745411,0,,CV
77,,"Verhoeven, Rudiger",ESP,1481,0,24563013,0,,H
78,,"Arcas Rodriguez, Jordi",ESP,1467,0,32010508,0,,H
79,,"Ruiz Garcia, Jose Luis II ..",ESP,1462,0,32083653,0,,CV
80,,"Benitez Cadenas, Luis Miguel",ESP,1450,0,2284340,0,,CV
81,,"Nardi, Hector",ARG,1433,0,131318,0,,CVH
82,,"Yanston, Kseniia",ESP,1419,0,55634184,0,,CV
83,,"Embuena Molina, Miguel Angel",ESP,1415,0,54745128,0,,H
84,,"Shi, Shaoquan",ENG,1404,0,499285,0,,H
85,,"Munoz Gonzalez, Martin",ESP,1403,0,22209115,0,,H
86,,"Richter, Anastasia",GER,1396,0,34659099,0,,
87,,"Gonzalez Caceres, Lauren",ESP,1391,0,54718228,0,,CV
88,,"Shi, Shaoting ..",ENG,1386,0,343406653,0,,H
89,,"Henning Lubberding, Hans",IRL,1376,0,2518066,0,,CV
90,,"Algaze Obadia, Rodrigue",FRA,1375,0,651013703,0,,CV
91,,"Nguyen, Tri Khoi",BEL,1374,0,277460,0,,H
92,,"Morata Perez, Jose",ESP,1364,0,24521612,0,,H
93,,"Hidalgo Mena, Manel",ESP,1355,0,54786533,0,,CV
94,,"Kristiansen, David",NOR,1344,0,1572083,0,,H
95,,"Navarro Juan, Isaac",ESP,1321,0,54785057,0,,CVH
96,,"Bukharkov, Stepan  ..",FID,1312,0,34346643,0,,
97,,"Cervera Diaz, Aaron",ESP,1300,0,54590930,0,,CV
98,,"Carrascosa Grau, Eduard",ESP,1265,0,94715858,0,,CVH
99,,"Mulet Salva, Jeroni",ESP,1260,0,94714606,0,,CV
100,,Krisha Tamhant Jain,IND,1248,0,33380252,0,,H
101,,"Ferrero Martinez, Daniel",ESP,1240,0,94786348,0,,CV
102,,"Alarcon Alarcon, Marina",ESP,1193,0,32010516,0,,H
103,,"Mabras Lloret, Monserrat",ESP,1191,0,32018347,0,,CV
104,,"Mena Lena, Antonio",ESP,1191,0,32010583,0,,H
105,,"Ulla Centelles, Llorens",ESP,1162,0,24541087,0,,CVH
106,,"Larsson, Susanne Wiggen",NOR,1159,0,1553488,0,,H
107,,"Munoz Martinez, Francisco",ESP,1115,0,24594482,0,,CV
108,,"Galletero Monsalve, Juan Francis",ESP,1080,0,22281398,0,,H
109,,"Razhnou, Lev",FID,1026,0,13530119,0,,H
110,,"Fossaas, Oskar Erland",NOR,0,0,1584049,0,,H
111,,"Guio Del Rio, José Antonio",ESP,0,0,94797480,0,,CV
112,,"Razhnova, Aryna",FID,0,0,13534831,0,,H
113,,"Risueno Banuls, Manuel",ESP,0,0,523003561,0,,CV
114,,"Villar Ramos-Izquierdo, Maria Do",ESP,0,0,94759162,0,,CVH
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
BENIDORM CHESS OPEN B Sub-2000 - https://info64.org/benidorm-chess-open-b-sub-2000,,,,,,,,,
